,bug_id,at_1,at_2,at_3,at_4,at_5,at_10,component,assignees,assignees_copy,author,chosen,similar_bug,jaccard_score,history_at_1,history_at_2,history_at_3,history_at_4,history_at_5,history_at_6,history_at_7,history_at_8,history_at_9,history_at_10,history_at_1_v,history_at_2_v,history_at_3_v,history_at_4_v,history_at_5_v,history_at_6_v,history_at_7_v,history_at_8_v,history_at_9_v,history_at_10_v,code_at_1,code_at_2,code_at_3,code_at_4,code_at_5,code_at_6,code_at_7,code_at_8,code_at_9,code_at_10,code_at_1_v,code_at_2_v,code_at_3_v,code_at_4_v,code_at_5_v,code_at_6_v,code_at_7_v,code_at_8_v,code_at_9_v,code_at_10_v,api_at_1,api_at_2,api_at_3,api_at_4,api_at_5,api_at_6,api_at_7,api_at_8,api_at_9,api_at_10,api_at_1_v,api_at_2_v,api_at_3_v,api_at_4_v,api_at_5_v,api_at_6_v,api_at_7_v,api_at_8_v,api_at_9_v,api_at_10_v,report_time
4393,161414,0,1,1,1,1,1,JDT-UI,Martin Aeschlimann,Martin Aeschlimann,Martin Aeschlimann,Benno Baumgartner,157639,0.07981698017285206,Benno Baumgartner,Martin Aeschlimann,Markus Keller,Tobias Widmer,Dirk Baeumer,Dani Megert,Tom Hofmann,Erich Gamma,Adam Kiezun,Thomas Mäder,1644.814712106669,1245.2637502539742,646.0241435085907,581.800422405048,472.4380395921119,385.6927968385414,211.21509664287046,205.77482046962695,179.37366092121346,143.79069814268786,Martin Aeschlimann,Benno Baumgartner,Dani Megert,Markus Keller,Tobias Widmer,Dirk Baeumer,Tom Hofmann,Erich Gamma,Adam Kiezun,Christof Marti,53.040065504771086,47.93344194649359,43.77502917341377,25.589797634931543,17.78790160259976,17.7557322012249,15.954653132764422,12.03301258267013,10.540529037536114,10.291907570465547,Benno Baumgartner,Martin Aeschlimann,Dani Megert,Tobias Widmer,Dirk Baeumer,Markus Keller,Tom Hofmann,Adam Kiezun,Darin Wright,Kai-Uwe Maetzel,672.3049075276818,396.9551480557852,199.9864108904065,110.77768667317032,89.72229068917879,84.03613967411238,80.18868195334747,67.20851423269785,41.35140421155051,35.39068219584675,2006-10-18 14:17:23
4394,161444,1,1,1,1,1,1,JDT-UI,Martin Aeschlimann,JDT-UI-Inbox,Martin Aeschlimann,Martin Aeschlimann,74928,0.0646900269541779,Martin Aeschlimann,Benno Baumgartner,Markus Keller,Tobias Widmer,Dirk Baeumer,Dani Megert,Adam Kiezun,Erich Gamma,Tom Hofmann,Darin Wright,620.1219559041654,564.6129881326336,311.073954235615,249.2495055626386,231.97765757442556,190.17100168469278,96.04530515033758,89.38873943842157,73.96924141931434,61.424076655706074,Martin Aeschlimann,Dani Megert,Benno Baumgartner,Markus Keller,Dirk Baeumer,Tobias Widmer,Tom Hofmann,Erich Gamma,Adam Kiezun,Kai-Uwe Maetzel,31.287419154765033,25.469054517406832,24.675922142961486,13.966244255581646,10.651950751573986,9.280246996576405,8.584866819789815,8.368567413915214,7.472212777123282,5.957550325716235,Benno Baumgartner,Martin Aeschlimann,Dani Megert,Markus Keller,Tom Hofmann,Tobias Widmer,Dirk Baeumer,Erich Gamma,Adam Kiezun,Christof Marti,320.5192888183845,152.44531110515624,92.87671564229866,89.54205162875637,49.01616858750184,44.07139322298219,37.88760741955842,29.214090634885196,20.531760782937674,18.238303750124036,2006-10-18 17:27:59
4395,161577,1,1,1,1,1,1,JDT-UI,Martin Aeschlimann,JDT-UI-Inbox,Martin Aeschlimann,Martin Aeschlimann,73579,0.058823529411764705,Martin Aeschlimann,Benno Baumgartner,Dirk Baeumer,Markus Keller,Tobias Widmer,Dani Megert,Tom Hofmann,Andre Weinand,Erich Gamma,Adam Kiezun,284.078234536268,268.00977064734946,185.493818091272,161.4118179338281,135.68065523417607,85.20268454665664,46.76261039453176,41.864828863646984,41.281709639618,35.42036143354337,Martin Aeschlimann,Benno Baumgartner,Dani Megert,Dirk Baeumer,Markus Keller,Tobias Widmer,Tom Hofmann,Claude Knaus,Andre Weinand,Erich Gamma,17.85549943494158,14.112280349373984,11.616866471170198,8.433637448234526,6.326121790065016,4.460156808793396,4.368192654468221,2.546686774472541,2.5401361781580687,2.272185101355901,Dani Megert,Benno Baumgartner,Martin Aeschlimann,Tobias Widmer,Tom Hofmann,Markus Keller,Dirk Baeumer,Darin Wright,Adam Kiezun,Claude Knaus,268.13378437119474,242.1944717630479,229.97001979723586,87.62408676595643,74.80546131448824,74.49977946934189,68.60724064850106,57.343282198351645,44.49455466760096,33.1648197204202,2006-10-19 14:35:53
4396,161617,1,1,1,1,1,1,JDT-Core,Markus Keller,Martin Aeschlimann,Markus Keller,Markus Keller,98847,0.14583333333333334,Markus Keller,Martin Aeschlimann,Dirk Baeumer,Benno Baumgartner,Dani Megert,Tobias Widmer,Adam Kiezun,Thomas Mäder,Christof Marti,,8.379089091293658,4.255081697092324,3.9129411413127513,0.7199522636860384,0.6561963156668101,0.5728123247076976,0.16060205821529452,0.026722500555548725,0.016228226913378843,,Martin Aeschlimann,Adam Kiezun,Dani Megert,Benno Baumgartner,Markus Keller,Thomas Mäder,Dirk Baeumer,Christof Marti,Tobias Widmer,JDT-JDT-Core-Inbox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Martin Aeschlimann,Adam Kiezun,Dani Megert,Benno Baumgartner,Markus Keller,Thomas Mäder,Dirk Baeumer,Christof Marti,Tobias Widmer,JDT-JDT-Core-Inbox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006-10-19 18:21:19
4397,161672,1,1,1,1,1,1,JDT-Text,Dani Megert,Dani Megert,Dani Megert,Dani Megert,80393,0.07309644670050762,Dani Megert,Tom Hofmann,Martin Aeschlimann,Kai-Uwe Maetzel,Christof Marti,Tobias Widmer,Benno Baumgartner,Markus Keller,Deepak Azad,Raksha Vasisht,1088.4019216712281,828.0671019008128,275.4279344505153,272.3760600802762,246.61487115445152,99.03138927460932,86.04003751687969,48.28081421737758,10.239676409257413,0.35680792327254357,Dani Megert,Martin Aeschlimann,Benno Baumgartner,Tom Hofmann,Markus Keller,Tobias Widmer,Dirk Baeumer,Erich Gamma,Adam Kiezun,Christof Marti,31.525159711590764,30.35129230521238,28.63849785148806,18.877837185848374,18.437196763036777,12.456842085431514,10.109469246986695,8.38918312655079,7.5400222087292414,7.294712398155526,Andre Weinand,Dani Megert,Benno Baumgartner,Martin Aeschlimann,Dirk Baeumer,Tobias Widmer,Markus Keller,Tom Hofmann,Adam Kiezun,Erich Gamma,167.31529431690043,84.39889040057946,72.4508368550552,59.801849817412275,41.870532147624395,23.64887471802908,21.46579513287851,18.799997202004395,8.890077681483769,8.461928957844323,2006-10-20 00:13:18
4398,161713,1,1,1,1,1,1,JDT-UI,Benno Baumgartner,Benno Baumgartner,Benno Baumgartner,Benno Baumgartner,157468,0.1126984126984127,Benno Baumgartner,Martin Aeschlimann,Markus Keller,Tobias Widmer,Dirk Baeumer,Dani Megert,Tom Hofmann,Adam Kiezun,Erich Gamma,Andre Weinand,590.9824249849133,318.5122592784161,248.53069587292327,233.45178642612575,142.74948805635063,91.62515343545992,50.76494438991544,50.10969729376707,48.33521910084313,35.58158797258788,Dani Megert,Benno Baumgartner,Martin Aeschlimann,Markus Keller,Tobias Widmer,Dirk Baeumer,Tom Hofmann,Adam Kiezun,Erich Gamma,Kai-Uwe Maetzel,30.07210824966167,29.379063759020937,16.598955960410766,9.648434024522478,8.53555686476478,7.180048519117172,5.9771143004593,3.152087314805296,3.008583858809744,2.734431320210326,Benno Baumgartner,Dani Megert,Martin Aeschlimann,Tobias Widmer,Tom Hofmann,Markus Keller,Dirk Baeumer,Adam Kiezun,Erich Gamma,Christof Marti,543.2004950133168,370.63269252811193,170.71607291901208,78.63623448110778,58.41275183938856,54.697335045941465,44.247651276841154,40.5703121460159,25.052865806782172,24.740086484530345,2006-10-20 12:17:38
4399,161910,1,1,1,1,1,1,JDT-Text,Dani Megert,JDT-Text-Inbox,Dani Megert,Dani Megert,136362,0.10714285714285714,Dani Megert,Tom Hofmann,Benno Baumgartner,Martin Aeschlimann,Kai-Uwe Maetzel,Christof Marti,Markus Keller,Tobias Widmer,Deepak Azad,Raksha Vasisht,130.09446098550356,70.17886587787422,29.242740422302493,20.213599904622036,17.818601767189236,17.07516406470242,9.568997582001625,8.715730306981099,7.446733513973339,0.2764218308052065,Martin Aeschlimann,Dani Megert,Benno Baumgartner,Markus Keller,Tobias Widmer,Tom Hofmann,Dirk Baeumer,Kai-Uwe Maetzel,Adam Kiezun,Christof Marti,3.83999655031207,3.8028196174437503,2.6186362211451133,2.0165191836316194,1.8504437346616995,1.6053365406791515,1.0799750289199623,0.8012146719820826,0.7654404076364884,0.7587640534224003,Dani Megert,Martin Aeschlimann,Benno Baumgartner,Markus Keller,Tobias Widmer,Tom Hofmann,Dirk Baeumer,Darin Wright,Adam Kiezun,Claude Knaus,267.32383593751706,230.2636391912542,134.79871182763407,80.88300946316726,77.92780780349166,65.78383961069008,62.32577955129783,53.792254761755466,40.771254545478946,30.524188762098518,2006-10-23 08:28:09
4400,162045,1,1,1,1,1,1,JDT-UI,Benno Baumgartner,Benno Baumgartner,Benno Baumgartner,Benno Baumgartner,125869,0.15,Benno Baumgartner,Martin Aeschlimann,Dani Megert,Markus Keller,Dirk Baeumer,Tobias Widmer,Tom Hofmann,Thomas Mäder,Erich Gamma,Adam Kiezun,11.130802368363733,10.831172585137605,5.356939998487634,5.099207453927792,4.326720706812315,4.016670036960579,2.544414459431936,1.469692133803606,1.323032867946686,1.1800910618884406,Dani Megert,Benno Baumgartner,Martin Aeschlimann,Markus Keller,Tobias Widmer,Tom Hofmann,Dirk Baeumer,Christof Marti,Kai-Uwe Maetzel,Erich Gamma,0.634018443290633,0.5241060077656313,0.45112564421731,0.2832407282093537,0.2601859375910236,0.23129785401558445,0.17134217083331166,0.1472653467144909,0.13512869670116004,0.13232110174742084,Benno Baumgartner,Martin Aeschlimann,Dani Megert,Markus Keller,Tobias Widmer,Tom Hofmann,Dirk Baeumer,Adam Kiezun,Erich Gamma,Christof Marti,437.69821005522186,191.48201816088903,123.88491564542495,100.59109315004923,77.37913173992108,56.917316202883924,44.06990646299806,40.55557218591,25.019131120228568,24.714302412448458,2006-10-24 09:00:10
4401,162179,0,0,0,1,1,1,JDT-UI,Markus Keller,Markus Keller,Markus Keller,Benno Baumgartner,62398,0.09649122807017543,Martin Aeschlimann,Benno Baumgartner,Markus Keller,Tobias Widmer,Dirk Baeumer,Dani Megert,Erich Gamma,Tom Hofmann,Adam Kiezun,Thomas Mäder,91.31100507489435,56.3888357617726,55.10827501133419,45.76174256216151,39.643362018971594,37.1578659785652,16.905913373123415,14.257258703332628,14.141317060385816,12.396111361914587,Benno Baumgartner,Dani Megert,Martin Aeschlimann,Markus Keller,Tom Hofmann,Tobias Widmer,Dirk Baeumer,Erich Gamma,Andre Weinand,Kai-Uwe Maetzel,8.563941690825413,4.237565299556636,4.181797739381901,2.667212875099812,1.8384630166392977,1.7881444274049045,1.4474810995906318,1.0877366815222873,1.0368134200701877,0.9691052390008194,Dani Megert,Martin Aeschlimann,Benno Baumgartner,Markus Keller,Tobias Widmer,Tom Hofmann,Dirk Baeumer,Darin Wright,Adam Kiezun,Claude Knaus,309.27014934589903,225.9530179145539,177.30826454222532,100.02158106649313,85.64930466382599,72.42729435345304,68.3064636192375,57.3223346766207,44.472752315331746,33.15399373252256,2006-10-25 09:14:34
4402,162374,1,1,1,1,1,1,JDT-UI,Benno Baumgartner,Benno Baumgartner,Benno Baumgartner,Benno Baumgartner,95311,0.15,Benno Baumgartner,Martin Aeschlimann,Markus Keller,Tobias Widmer,Dirk Baeumer,Dani Megert,Tom Hofmann,Adam Kiezun,Erich Gamma,Thomas Mäder,20.050740409281442,15.888124577134985,9.219912966662292,8.98123241612172,5.347712716998034,5.118567458478593,2.281688824260832,2.1250949630440337,1.5994963615156905,1.5614728657712496,Benno Baumgartner,Markus Keller,Martin Aeschlimann,Dani Megert,Tobias Widmer,Tom Hofmann,Dirk Baeumer,Erich Gamma,Kai-Uwe Maetzel,Thomas Mäder,1.3302546266950657,0.8473754399420391,0.6811114013160694,0.6444663118677606,0.44622436966662926,0.40483469907756364,0.33297968020953794,0.14522526736309954,0.14231747203811976,0.13880170198046615,Martin Aeschlimann,Dani Megert,Benno Baumgartner,Markus Keller,Tobias Widmer,Dirk Baeumer,Tom Hofmann,Adam Kiezun,Darin Wright,Kai-Uwe Maetzel,355.43306136275226,212.72033535204682,203.1022395788109,165.30020679363307,107.4186650032561,89.29099134664989,76.75739752249606,67.18067797217492,41.32959773171593,35.34704649717135,2006-10-26 10:08:07
