,bug_id,at_1,at_2,at_3,at_4,at_5,at_10,component,assignees,assignees_copy,author,chosen,extra,confidence,history_at_1,history_at_2,history_at_3,history_at_4,history_at_5,history_at_6,history_at_7,history_at_8,history_at_9,history_at_10,history_at_1_v,history_at_2_v,history_at_3_v,history_at_4_v,history_at_5_v,history_at_6_v,history_at_7_v,history_at_8_v,history_at_9_v,history_at_10_v,code_at_1,code_at_2,code_at_3,code_at_4,code_at_5,code_at_6,code_at_7,code_at_8,code_at_9,code_at_10,code_at_1_v,code_at_2_v,code_at_3_v,code_at_4_v,code_at_5_v,code_at_6_v,code_at_7_v,code_at_8_v,code_at_9_v,code_at_10_v,api_at_1,api_at_2,api_at_3,api_at_4,api_at_5,api_at_6,api_at_7,api_at_8,api_at_9,api_at_10,api_at_1_v,api_at_2_v,api_at_3_v,api_at_4_v,api_at_5_v,api_at_6_v,api_at_7_v,api_at_8_v,api_at_9_v,api_at_10_v,report_time
5647,283427,1,1,1,1,1,1,JDT-UI,Markus Keller,Markus Keller,Markus Keller,Markus Keller,196340,0.08108108108108109,Markus Keller,Martin Aeschlimann,Dani Megert,Benno Baumgartner,Tobias Widmer,Dirk Baeumer,Deepak Azad,Darin Wright,Tom Hofmann,Erich Gamma,234.6140145570426,109.57493118477039,96.75867396529706,89.07094437407163,89.04693476557,74.88493275562566,24.980432682934406,13.439333396512295,13.370150785451521,12.433042361161005,Markus Keller,Dani Megert,Dirk Baeumer,Martin Aeschlimann,Benno Baumgartner,Tobias Widmer,Adam Kiezun,Tom Hofmann,Andre Weinand,Erich Gamma,6.607580002699813,5.3989072049053215,3.025436869876662,2.7756490553315776,2.445790972583362,2.196492408789711,1.9532561254031022,1.626490416341668,1.6253933139760426,1.528799561048913,Martin Aeschlimann,Markus Keller,Dani Megert,Benno Baumgartner,Dirk Baeumer,Adam Kiezun,Tobias Widmer,Tom Hofmann,Darin Wright,Erich Gamma,238.07433806858782,206.03202970889063,196.11052087879372,107.28175892171133,75.17325521882027,65.75409505768633,61.39375013524157,54.83492966384923,41.1771666102119,32.65071359188501,2009-07-14 14:51:40
5648,283697,1,1,1,1,1,1,JDT-UI,Markus Keller,Markus Keller,Markus Keller,Markus Keller,163192,0.1388888888888889,Markus Keller,Martin Aeschlimann,Dani Megert,Tobias Widmer,Benno Baumgartner,Dirk Baeumer,Tom Hofmann,Deepak Azad,Erich Gamma,Darin Wright,32.09831486608632,20.802536831966535,17.789535857320846,14.854617018631844,14.401544571698757,10.632509824898623,2.9057800319839133,2.9028422907149953,1.1407874869665373,1.1028473053170982,Dani Megert,Markus Keller,Martin Aeschlimann,Dirk Baeumer,Tobias Widmer,Benno Baumgartner,Adam Kiezun,Tom Hofmann,Kai-Uwe Maetzel,Erich Gamma,1.382734326094569,1.334878456060883,0.5734168191207846,0.5694897168809102,0.5682767883501764,0.5571138799235212,0.5482119041927752,0.41439336598865467,0.3857214529139017,0.32040540718673777,Martin Aeschlimann,Dani Megert,Markus Keller,Benno Baumgartner,Dirk Baeumer,Adam Kiezun,Tobias Widmer,Tom Hofmann,Darin Wright,Erich Gamma,237.9986301698493,228.28295109164924,176.02839356547966,106.98214116549006,75.16321030941442,65.75006080584791,61.37776713261994,54.79368485013142,41.17456014053582,32.64608766829919,2009-07-16 12:37:09
5649,283851,1,1,1,1,1,1,JDT-UI,Markus Keller,JDT-UI-Inbox,Markus Keller,Markus Keller,204803,0.09009009009009009,Markus Keller,Martin Aeschlimann,Dani Megert,Benno Baumgartner,Tobias Widmer,Dirk Baeumer,Erich Gamma,Tom Hofmann,Andre Weinand,Deepak Azad,110.62342192331081,53.32689878450157,40.14394812686925,36.70650535277097,30.150182024822904,25.006899058024246,9.700463987089172,7.018430580476648,5.382717347308317,5.299826514192432,Markus Keller,Dani Megert,Martin Aeschlimann,Erich Gamma,Tobias Widmer,Tom Hofmann,Benno Baumgartner,Adam Kiezun,Dirk Baeumer,Kai-Uwe Maetzel,3.3872253340040728,2.896028817292722,1.8877994292742266,1.6259490094224247,1.1813126797395583,0.9708519642577031,0.9147456200733024,0.828379640555072,0.7037813959565195,0.5433780672082541,Martin Aeschlimann,Dani Megert,Markus Keller,Benno Baumgartner,Dirk Baeumer,Adam Kiezun,Tobias Widmer,Tom Hofmann,Darin Wright,Erich Gamma,237.95676142939897,210.03190054251112,169.7533096903185,106.81944403601797,75.15763503454349,65.74782014334131,61.368901518549784,54.77097494367398,41.17311255959558,32.643519346306164,2009-07-17 14:03:32
5650,283891,1,1,1,1,1,1,JDT-UI,Markus Keller,JDT-UI-Inbox,Markus Keller,Markus Keller,113998,0.21428571428571427,Markus Keller,Dani Megert,Martin Aeschlimann,Benno Baumgartner,Dirk Baeumer,Tobias Widmer,Erich Gamma,Tom Hofmann,Darin Wright,Deepak Azad,31.684914132756163,13.373294251699114,13.08458466149493,8.743398538637727,8.569938916177607,8.286534168859523,2.779016769168509,2.2413108577218277,1.8571613879336142,1.8571231924885743,Markus Keller,Dani Megert,Martin Aeschlimann,Dirk Baeumer,Kai-Uwe Maetzel,Adam Kiezun,Tom Hofmann,Erich Gamma,Benno Baumgartner,Tobias Widmer,2.0418304403968968,0.9887760725970428,0.43252150281157403,0.3482817957698071,0.3334471607312634,0.3216657588205826,0.31604684304054026,0.25708218002287614,0.223162114914043,0.16470875111578753,Dani Megert,Markus Keller,Dirk Baeumer,Martin Aeschlimann,Benno Baumgartner,Tobias Widmer,Adam Kiezun,Andre Weinand,Tom Hofmann,Darin Wright,126.76774158762801,96.8455815388525,92.59573536209598,84.07699659645431,58.83807352101005,38.04253809376118,37.86318870919799,37.52530060780589,35.64968767259686,32.42982760410571,2009-07-17 19:51:18
5651,284769,1,1,1,1,1,1,JDT-UI,Markus Keller,Markus Keller,Markus Keller,Markus Keller,89523,0.06247768654052124,Markus Keller,Tobias Widmer,Martin Aeschlimann,Benno Baumgartner,Dani Megert,Dirk Baeumer,Tom Hofmann,Darin Wright,Deepak Azad,Erich Gamma,2109.2134714756835,1448.4218438549906,1318.5260964389743,1133.0565188651979,1034.9427939025152,860.7681479106567,229.16784373744602,226.3073117519044,213.65360481488287,181.78786385028647,Markus Keller,Dani Megert,Tobias Widmer,Martin Aeschlimann,Benno Baumgartner,Dirk Baeumer,Tom Hofmann,Adam Kiezun,Erich Gamma,Kai-Uwe Maetzel,113.54604550145929,64.03129556879148,48.908374552916136,43.81260443901063,31.868240287393743,27.46879979147505,22.4097822996169,21.553566406390484,18.685353760562084,16.470483486766444,Markus Keller,Dani Megert,Benno Baumgartner,Martin Aeschlimann,Tobias Widmer,Tom Hofmann,Dirk Baeumer,Kai-Uwe Maetzel,Adam Kiezun,Christof Marti,180.37183981178342,104.11657115318447,73.20695028963296,69.1355602779255,54.107828397183326,44.93861291204933,36.67981019535104,23.48496216713368,21.753354760295466,21.716587649936585,2009-07-27 15:27:09
5652,284793,1,1,1,1,1,1,JDT-UI,Markus Keller,Markus Keller,Markus Keller,Markus Keller,269401,0.11650485436893204,Markus Keller,Martin Aeschlimann,Benno Baumgartner,Tobias Widmer,Dani Megert,Dirk Baeumer,Deepak Azad,Nikolay Metchev,Tom Hofmann,Erich Gamma,84.10690847142178,50.70487706072725,45.17717151522622,40.17035087565978,37.85456083347923,28.375304728436628,10.639475974811152,10.298605844170593,8.411766268353496,5.952730041290403,Markus Keller,Dani Megert,Benno Baumgartner,Martin Aeschlimann,Tom Hofmann,Tobias Widmer,Dirk Baeumer,Adam Kiezun,Kai-Uwe Maetzel,Erich Gamma,5.671999505263926,2.1583847334745827,1.395583514034145,1.3241363306666867,1.1076631626345146,1.0896984258078162,1.0375138206167829,0.9204328283662987,0.8275728568919516,0.7733733070299776,Erich Gamma,jaburns,darins,Markus Huebscher,kmoir,Grant Gayed,Benno Baumgartner,Sonia Dimitrov,Tobias Widmer,Philippe Marschall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-07-27 18:41:17
5653,285000,1,1,1,1,1,1,JDT-UI,Markus Keller,Markus Keller,Markus Keller,Markus Keller,177796,0.23076923076923078,Markus Keller,Martin Aeschlimann,Benno Baumgartner,Dani Megert,Tobias Widmer,Dirk Baeumer,Darin Wright,Tom Hofmann,Deepak Azad,Erich Gamma,8.994095636982362,6.282887670439128,5.317224425156648,4.98116208056395,3.9054925499962314,2.9680568454032983,1.0359361615379892,0.8007064511122333,0.6478028053991043,0.47245340830126537,Markus Keller,Dani Megert,Benno Baumgartner,Martin Aeschlimann,Tobias Widmer,Dirk Baeumer,Darin Wright,Tom Hofmann,Kai-Uwe Maetzel,Andre Weinand,0.4846217873209884,0.24281645378632272,0.15032465436277753,0.14150417882300964,0.11706518818626195,0.11326863752735697,0.10815307114992201,0.08817774221193507,0.06583519410174962,0.0653630366954214,Benno Baumgartner,Markus Keller,Dani Megert,Martin Aeschlimann,Tobias Widmer,Tom Hofmann,Adam Kiezun,Dirk Baeumer,Erich Gamma,Christof Marti,313.7454546488253,159.6077325229646,109.85903788145319,91.19317856386287,54.18176014992621,47.06957484531393,42.14021017512422,39.35539906876952,25.602835494207902,23.625622084389335,2009-07-29 12:58:42
5654,285024,1,1,1,1,1,1,JDT-UI,Markus Keller,Markus Keller,Markus Keller,Markus Keller,272366,0.075,Markus Keller,Martin Aeschlimann,Dani Megert,Tobias Widmer,Benno Baumgartner,Dirk Baeumer,Tom Hofmann,Deepak Azad,Erich Gamma,Darin Wright,36.331131937166816,26.285965283482334,24.5968601538276,21.173123796586598,20.776359810399722,18.33652022427301,4.440871752644337,3.253917214497106,2.7621452546350302,2.3050980616999888,Dani Megert,Markus Keller,Martin Aeschlimann,Benno Baumgartner,Tobias Widmer,Dirk Baeumer,Tom Hofmann,Erich Gamma,Adam Kiezun,Kai-Uwe Maetzel,2.291992104214186,1.8870813817651197,0.9832521342055921,0.9661755889565677,0.7295445280011794,0.7051242874338414,0.6375277047534613,0.46575551140332155,0.4320534016504039,0.40621544651167923,Markus Keller,Dani Megert,Martin Aeschlimann,Benno Baumgartner,Tobias Widmer,Tom Hofmann,Dirk Baeumer,Erich Gamma,Kai-Uwe Maetzel,Adam Kiezun,336.26955388792254,117.62635847793942,107.75614108586993,70.55605205769992,50.06237140803189,47.037652717038256,40.56433961331062,29.137454987337957,22.10142134107484,21.72080968572665,2009-07-29 15:51:03
5655,285137,1,1,1,1,1,1,JDT-Text,Dani Megert,Dani Megert,Dani Megert,Dani Megert,176502,0.0625,Dani Megert,Tom Hofmann,Benno Baumgartner,Markus Keller,Martin Aeschlimann,Deepak Azad,Tobias Widmer,Manju Mathew,Christof Marti,Raksha Vasisht,340.7867127095864,179.07842185746088,101.89856856484991,67.51534219292097,46.46720247059601,21.640160966559744,19.52281192530615,6.998483727019835,1.611569692951961,1.2788369217892124,Dani Megert,Markus Keller,Tom Hofmann,Benno Baumgartner,Martin Aeschlimann,Dirk Baeumer,Tobias Widmer,Adam Kiezun,Erich Gamma,Claude Knaus,13.542722957872028,7.938470164193689,5.281110058039497,2.849447878210787,2.701407061379777,2.3194038638787613,2.290427477099293,2.0593141375547495,1.7258773591831302,1.678639972169391,Benno Baumgartner,Markus Keller,Dani Megert,Martin Aeschlimann,Tobias Widmer,Tom Hofmann,Adam Kiezun,Dirk Baeumer,Erich Gamma,Christof Marti,300.51467820862206,123.18246144105069,98.54398211269036,84.31680929638725,49.54638199640449,42.82243830523974,38.93125290997878,35.60919080469531,22.92515771196413,21.21028633466875,2009-07-30 10:51:17
5656,285437,1,1,1,1,1,1,JDT-UI,Markus Keller,Markus Keller,Markus Keller,Markus Keller,139170,0.15789473684210525,Markus Keller,Martin Aeschlimann,Tobias Widmer,Benno Baumgartner,Dani Megert,Dirk Baeumer,Deepak Azad,Erich Gamma,Darin Wright,Tom Hofmann,13.84398486846907,9.571649081308392,9.029451396514585,8.707116996041979,7.891266344338109,5.5657750702212265,2.1071162838669486,1.50099746029196,1.0412724244772593,1.0282510049205942,Markus Keller,Dani Megert,Benno Baumgartner,Martin Aeschlimann,Tom Hofmann,Tobias Widmer,Dirk Baeumer,Adam Kiezun,Andre Weinand,Erich Gamma,2.7750669345464045,1.9418336309930466,0.19483183497025472,0.17166535041973804,0.15832722039904468,0.1527463380140687,0.13687590070832578,0.13028645113659512,0.12955543881751982,0.12694109222869113,Dani Megert,Markus Keller,Benno Baumgartner,Martin Aeschlimann,Tobias Widmer,Tom Hofmann,Dirk Baeumer,Kai-Uwe Maetzel,Adam Kiezun,Christof Marti,331.48092636134504,226.4134380739339,72.43109995879485,68.94821868892589,54.05681781445872,44.81369170317288,36.652439833169495,23.47298593777922,21.744200342675242,21.704591177122687,2009-08-03 13:43:35
