,Unnamed: 0,bug_id,at_1,at_2,at_3,at_4,at_5,at_10,component,assignees,author,chosen,similar_bug,jaccard_score,history_at_1,history_at_2,history_at_3,history_at_4,history_at_5,history_at_6,history_at_7,history_at_8,history_at_9,history_at_10,history_at_1_v,history_at_2_v,history_at_3_v,history_at_4_v,history_at_5_v,history_at_6_v,history_at_7_v,history_at_8_v,history_at_9_v,history_at_10_v,code_at_1,code_at_2,code_at_3,code_at_4,code_at_5,code_at_6,code_at_7,code_at_8,code_at_9,code_at_10,code_at_1_v,code_at_2_v,code_at_3_v,code_at_4_v,code_at_5_v,code_at_6_v,code_at_7_v,code_at_8_v,code_at_9_v,code_at_10_v,api_at_1,api_at_2,api_at_3,api_at_4,api_at_5,api_at_6,api_at_7,api_at_8,api_at_9,api_at_10,api_at_1_v,api_at_2_v,api_at_3_v,api_at_4_v,api_at_5_v,api_at_6_v,api_at_7_v,api_at_8_v,api_at_9_v,api_at_10_v,report_time
130,5804,306752,1,1,1,1,1,1,JDT-Text,Dani Megert,Dani Megert,Dani Megert,178744,0.11875,Dani Megert,Martin Aeschlimann,Markus Keller,JDT-Text-Inbox,Benno Baumgartner,Dirk Baeumer,Tobias Widmer,Tom Hofmann,Erich Gamma,Adam Kiezun,19.84665251108472,19.362537942850878,15.878470604270095,10.650867437805266,10.175021352909583,6.132400800225532,5.909732001819572,5.491499533900495,4.617150123016079,4.02937693022823,Dani Megert,Markus Keller,Martin Aeschlimann,Dirk Baeumer,teicher,Tobias Widmer,Adam Kiezun,Benno Baumgartner,Claude Knaus,Kai-Uwe Maetzel,10.268136742645336,7.225572200622969,3.110458343077808,2.767105905933076,2.1752151074546298,1.600613186599494,1.5532405756214183,1.5132517606797566,1.2333764828266371,1.1535384339019386,Markus Keller,Dani Megert,Martin Aeschlimann,Benno Baumgartner,Tobias Widmer,teicher,Dirk Baeumer,Darin Wright,Adam Kiezun,Claude Knaus,791.9009078452626,449.39958869124337,200.8405131602541,126.91773693208609,100.09850764302072,97.12308722551569,92.59441486263252,79.29699726664583,73.89224804620163,53.753745943360364,2010-03-22 18:41:45
132,5806,306763,1,1,1,1,1,1,JDT-UI,Dani Megert,Dani Megert,Dani Megert,178744,0.10497237569060773,Dani Megert,Markus Keller,Martin Aeschlimann,JDT-UI-Inbox,Benno Baumgartner,Dirk Baeumer,Tobias Widmer,Adam Kiezun,Erich Gamma,Tom Hofmann,23.0632222696752,22.639026933678263,22.15853710091432,19.207483538300306,13.846748512845005,10.400096725814103,9.170866617532665,8.030320155090998,7.558241363623358,7.376817816037267,Dani Megert,Markus Keller,teicher,Dirk Baeumer,Martin Aeschlimann,Benno Baumgartner,Tobias Widmer,Claude Knaus,Raksha Vasisht,Andre Weinand,12.267681555185714,10.923804501264264,2.873110584880948,2.8146560430367957,2.655445008842584,2.4963822233606603,2.1507161977569034,1.8543268969739732,1.8305656466718927,1.8019675210289952,Markus Keller,Dani Megert,Martin Aeschlimann,Benno Baumgartner,Tobias Widmer,teicher,Dirk Baeumer,Darin Wright,Adam Kiezun,Claude Knaus,741.1250039466366,448.8266369629285,200.8385188057046,126.91413444845621,100.09785719018835,97.12183473780242,92.5940049854426,79.29686512302776,73.8920787437543,53.75364543908938,2010-03-22 20:05:53
388,6062,347599,1,1,1,1,1,1,JDT-UI,Markus Keller,Markus Keller,Markus Keller,120598,0.17647058823529413,Martin Aeschlimann,Markus Keller,Dani Megert,JDT-UI-Inbox,Benno Baumgartner,Tobias Widmer,Dirk Baeumer,Adam Kiezun,Tom Hofmann,Erich Gamma,1.9595978732787511,1.9127862604629549,1.623087060231989,1.5071891665989785,1.4308222841576592,1.3711566209270751,1.3336819337692292,1.0103998379674093,1.004477653369798,0.8591258906100793,Markus Keller,Dani Megert,Raksha Vasisht,Deepak Azad,Tobias Widmer,Martin Aeschlimann,Dirk Baeumer,Adam Kiezun,teicher,Benno Baumgartner,0.5436143379092355,0.4573921077829278,0.3679298542896863,0.33070815408381105,0.28857447677495424,0.2638027142250292,0.2536440775481013,0.2482984354470238,0.23764799066540554,0.2316692429798293,Markus Keller,Dani Megert,Martin Aeschlimann,Benno Baumgartner,Tobias Widmer,teicher,Deepak Azad,Dirk Baeumer,Raksha Vasisht,Kai-Uwe Maetzel,211.8070500605166,179.7428626628692,88.57064549254305,79.18366458497272,69.83536846021536,61.22609057845012,59.31781636419029,58.97709744508865,47.62383316487625,40.696429765546604,2011-05-30 05:27:55
403,6077,352785,1,1,1,1,1,1,JDT-UI,Markus Keller,Markus Keller,Markus Keller,81177,0.14473684210526316,Markus Keller,Martin Aeschlimann,Dani Megert,Dirk Baeumer,JDT-UI-Inbox,Benno Baumgartner,Tobias Widmer,Adam Kiezun,Tom Hofmann,Erich Gamma,15.273457085644512,14.259786434239588,11.706453391581563,11.046954893660626,10.93631247456176,10.455429737428991,9.859783553469232,7.409312666254782,6.970949933323842,5.776769648777143,Markus Keller,Dani Megert,Martin Aeschlimann,Tobias Widmer,teicher,Deepak Azad,Benno Baumgartner,Raksha Vasisht,Dirk Baeumer,Adam Kiezun,3.441271091445026,2.9164971309115213,2.158080263576,2.1416981678183897,2.0746455526224405,1.9379858330258943,1.926310593730568,1.9096819224533377,1.832170628815651,1.6916382971621584,Markus Keller,Dani Megert,Martin Aeschlimann,Dirk Baeumer,Benno Baumgartner,Adam Kiezun,Tobias Widmer,teicher,Deepak Azad,Darin Wright,133.38740585092836,132.0170792562051,106.41253286594812,91.41940459736509,63.51352706338039,56.296754374509824,51.891082638498204,47.94181903260421,46.15486107661434,44.64187822978053,2011-07-21 16:57:27
277,5951,330680,1,1,1,1,1,1,JDT-UI,Markus Keller,Markus Keller,Markus Keller,18082,0.1068702290076336,Markus Keller,Benno Baumgartner,Martin Aeschlimann,Dani Megert,Dirk Baeumer,JDT-UI-Inbox,Tobias Widmer,Tom Hofmann,Erich Gamma,Adam Kiezun,21.5872275318518,20.572725405191086,19.937328825806,18.753750830099982,17.876463332024965,14.786973012647334,12.862628002071604,9.636572939429827,8.67480304954825,8.59112000749492,Markus Keller,Dani Megert,Deepak Azad,Martin Aeschlimann,Raksha Vasisht,teicher,Dirk Baeumer,Benno Baumgartner,Tobias Widmer,Adam Kiezun,8.416511975994414,8.08118423964805,5.2291568543609435,3.1474178773212653,2.92903674741917,2.8296035592058533,2.5894859719025054,2.513700700821586,2.4350676400167828,2.4249793365116283,Dani Megert,Markus Keller,Martin Aeschlimann,Dirk Baeumer,Deepak Azad,Benno Baumgartner,Adam Kiezun,Tobias Widmer,Darin Wright,teicher,158.83969050762002,124.2395357427328,95.3295003526648,85.70480319274938,81.06396258132966,56.98804437333664,56.30519044387461,45.43464527833354,45.42242329885628,41.62594580162763,2010-11-19 16:32:02
31,5705,294322,1,1,1,1,1,1,JDT-UI,Markus Keller,Markus Keller,Markus Keller,221767,0.0986842105263158,Markus Keller,Dani Megert,Martin Aeschlimann,JDT-UI-Inbox,Benno Baumgartner,Dirk Baeumer,Tobias Widmer,Ferenc Hechler,Erich Gamma,Grant Gayed,31.35847696064773,29.68556556966752,26.505951698234945,23.626604959470736,20.07468647278672,19.461246848494188,12.976836347529032,11.98427055791047,10.948626067010903,10.714195153733717,Markus Keller,Dani Megert,Martin Aeschlimann,Benno Baumgartner,Dirk Baeumer,teicher,Tobias Widmer,Erich Gamma,Adam Kiezun,Andre Weinand,10.068903652557438,8.94622838805099,4.185881059917201,3.1975851554946937,3.1179425976574646,2.9210978462578385,2.7848120900430753,2.358373083969476,2.281236707272312,2.1008574804548337,Dani Megert,Markus Keller,Martin Aeschlimann,Benno Baumgartner,Tobias Widmer,teicher,Dirk Baeumer,Darin Wright,Adam Kiezun,Erich Gamma,536.6313570384283,265.48776738524225,206.35260941880142,139.09711730975226,101.91915012683926,100.81128493273657,93.86572591672078,79.8054849467316,74.59442066527902,54.18341499004778,2009-11-05 14:25:09
417,6091,357997,1,1,1,1,1,1,JDT-UI,Dani Megert,Dani Megert,Dani Megert,185401,0.060240963855421686,Martin Aeschlimann,Markus Keller,Dani Megert,Dirk Baeumer,JDT-UI-Inbox,Benno Baumgartner,Tobias Widmer,Adam Kiezun,Tom Hofmann,Erich Gamma,26.683459615580002,18.64836760248159,17.545846387654606,15.65487193487428,15.22788221256341,13.187841326599615,11.033114996497149,10.320068219490578,10.021071217854342,9.302574585497196,Dani Megert,Markus Keller,Raksha Vasisht,Martin Aeschlimann,teicher,Tobias Widmer,Dirk Baeumer,Benno Baumgartner,Kai-Uwe Maetzel,Deepak Azad,10.006256161564805,6.553337244117483,3.726293714236789,3.1898587514249837,2.8719360690963964,2.8186294284633853,2.7419322561666166,2.6850866891226546,2.5065195681367958,2.470262722895042,Markus Keller,Martin Aeschlimann,Dani Megert,Benno Baumgartner,Dirk Baeumer,Tobias Widmer,Adam Kiezun,Deepak Azad,teicher,Raksha Vasisht,348.6498902958908,307.07692190401366,251.75631561171497,117.52623575052364,108.8308579938448,90.81061088512709,89.12987446967796,86.83739726038175,79.23244375559597,65.093221295612,2011-09-17 04:27:58
175,5849,312966,1,1,1,1,1,1,JDT-Text,Markus Keller,Markus Keller,Markus Keller,19431,0.12,Dani Megert,Martin Aeschlimann,JDT-Text-Inbox,Markus Keller,Benno Baumgartner,Dirk Baeumer,Tom Hofmann,Tobias Widmer,Erich Gamma,Kai-Uwe Maetzel,5.401757828790145,4.6556173586530365,4.493208934736243,4.288169792804217,3.170131606486462,2.648389227184271,2.4037488453257643,2.3502472417024243,1.8002734028302092,1.649684921837411,Markus Keller,Dani Megert,Deepak Azad,Dirk Baeumer,Raksha Vasisht,teicher,Benno Baumgartner,Martin Aeschlimann,Andre Weinand,Tobias Widmer,2.4792929322468904,1.6554467350841102,1.4533217694898812,1.2356189730066842,0.8535421227922664,0.6754702344336144,0.6697140424732285,0.6490985073865676,0.48119520519766207,0.405618312861252,Markus Keller,Dani Megert,Martin Aeschlimann,Benno Baumgartner,Deepak Azad,Tobias Widmer,Dirk Baeumer,teicher,Kai-Uwe Maetzel,Adam Kiezun,184.55136715352103,118.0244853028608,47.991762301136376,38.48929664519339,36.990379872234705,31.57918153889802,29.73651910194613,29.029909850770306,24.417464362704088,23.89771864846713,2010-05-14 19:16:22
50,5724,296781,1,1,1,1,1,1,JDT-UI,Markus Keller,Markus Keller,Markus Keller,27483,0.06779661016949153,Martin Aeschlimann,Markus Keller,Grant Gayed,Dirk Baeumer,Dani Megert,Tobias Widmer,Benno Baumgartner,JDT-UI-Inbox,Tom Hofmann,Adam Kiezun,13.269918569817607,11.714013592428042,9.626405234090774,9.14306502664134,8.649121930343027,8.070744585871044,7.945557792842858,7.411324302474818,5.179339824594816,2.817266838620837,Dani Megert,Markus Keller,Martin Aeschlimann,Benno Baumgartner,Dirk Baeumer,Adam Kiezun,Tobias Widmer,teicher,Kai-Uwe Maetzel,Erich Gamma,4.862759633127904,4.730131176463448,3.6185926610186647,1.8378244737888405,1.3860520381941126,1.3179087090194614,1.2709066112508012,1.2367855342352685,1.0907376292867534,1.0705375112979485,Dani Megert,Markus Keller,Martin Aeschlimann,Benno Baumgartner,Dirk Baeumer,Adam Kiezun,Tobias Widmer,teicher,Darin Wright,Kai-Uwe Maetzel,478.1096545853263,311.9372058926045,271.6343755391287,135.71932142897887,112.90995161199932,97.81300662509602,88.60665246885523,77.25687382836236,62.892629441203816,59.62417942195789,2009-12-03 10:04:31
443,6117,369558,1,1,1,1,1,1,JDT-UI,Markus Keller,Markus Keller,Markus Keller,42639,0.29411764705882354,Martin Aeschlimann,Markus Keller,Benno Baumgartner,Dani Megert,JDT-UI-Inbox,Dirk Baeumer,Tobias Widmer,Tom Hofmann,Erich Gamma,Adam Kiezun,2.1769209607991518,2.1717256625084023,1.8795365040813798,1.8745873362414551,1.5268818107858222,1.4304532183833505,1.1751131505875676,1.0084730453661217,0.9844814347584844,0.8499155197215161,Deepak Azad,Markus Keller,Dani Megert,Martin Aeschlimann,Benno Baumgartner,Raksha Vasisht,teicher,Tobias Widmer,Dirk Baeumer,Erich Gamma,1.6529325026327857,1.1704607833926803,0.5321061251752597,0.28126196084010235,0.28113573793532165,0.2694186408880829,0.26642555891295616,0.2663985272843653,0.25236390341352016,0.2484055667399821,Dani Megert,Markus Keller,Deepak Azad,Martin Aeschlimann,Dirk Baeumer,Benno Baumgartner,Adam Kiezun,Tobias Widmer,teicher,Darin Wright,797.0101541718863,365.52954887792924,253.4115758471606,243.95165243537758,101.5263006832385,95.79067151467018,88.77619000928871,75.0637035933316,62.067903545218066,59.734754569403535,2012-01-24 17:24:16
